06-SRNP-40976	Hapigia nodicornis	10.89666	-85.29003
06-SRNP-41041	Hapigia nodicornis	10.90661	-85.28784
06-SRNP-41247	Hapigia nodicornis	10.89666	-85.29003
06-SRNP-44410	Hapigia nodicornis	10.90661	-85.28784
07-SRNP-1956	Hapigia nodicornisICG03	10.9305	-85.37223
07-SRNP-1957	Hapigia nodicornisICG03	10.9305	-85.37223
07-SRNP-2052	Hapigia nodicornisICG03	10.90037	-85.37254
07-SRNP-2340	Hapigia nodicornisICG03	10.89021	-85.38803
07-SRNP-2462	Hapigia nodicornisICG03	10.90037	-85.37254
07-SRNP-32737	Hapigia nodicornis	11.01983	-85.41342
07-SRNP-40628	Hapigia nodicornis	10.90093	-85.28915
07-SRNP-41226	Hapigia nodicornis	10.91847	-85.30338
07-SRNP-42990	Hapigia nodicornis	10.90376	-85.30274
08-SRNP-2540	Hapigia nodicornisICG03	10.9305	-85.37223
08-SRNP-2608	Hapigia nodicornis	10.9305	-85.37223
08-SRNP-2644	Hapigia nodicornis	10.90037	-85.37254
08-SRNP-6411	Hapigia nodicornis	10.8794	-85.38607
08-SRNP-6412	Hapigia nodicornis	10.8794	-85.38607
08-SRNP-6798	Hapigia nodicornis	10.90037	-85.37254
08-SRNP-33159	Hapigia nodicornis	11.01926	-85.40997
08-SRNP-65480	Hapigia nodicornisICG03	10.98670	-85.38503
08-SRNP-23881	Hapigia nodicornisICG03	11.03376	-85.47715
09-SRNP-70251	Hapigia nodicornis	10.99102	-85.39539
10-SRNP-31061	Hapigia nodicornis	11.01926	-85.40997
10-SRNP-32221	Hapigia nodicornis	11.01926	-85.40997
11-SRNP-41448	Hapigia nodicornis	10.91847	-85.30338
11-SRNP-42286	Hapigia nodicornis	10.90376	-85.30274
11-SRNP-72079	Hapigia nodicornis	11.01602	-85.38053
11-SRNP-72080	Hapigia nodicornis	11.01602	-85.38053
11-SRNP-32631	Hapigia nodicornis	11.01926	-85.40997
12-SRNP-44175	Hapigia nodicornis	10.90093	-85.28915
12-SRNP-744	Hapigia nodicornis	10.9305	-85.37223
12-SRNP-924	Hapigia nodicornis	10.9305	-85.37223
12-SRNP-1634	Hapigia nodicornis	10.90037	-85.37254
13-SRNP-79725	Hapigia nodicornis	10.96187	-85.28045
13-SRNP-45247	Hapigia nodicornis	10.96187	-85.28045
13-SRNP-2727	Hapigia nodicornis	10.9305	-85.37223
14-SRNP-45145	Hapigia nodicornis	10.961869999999999	-85.280450000000002
14-SRNP-45934	Hapigia nodicornis	10.961869999999999	-85.280450000000002
14-SRNP-46628	Hapigia nodicornis	10.961869999999999	-85.280450000000002
14-SRNP-40386	Hapigia nodicornis	10.896660000000001	-85.290030000000002
14-SRNP-40479	Hapigia nodicornis	10.904249999999999	-85.286510000000007
14-SRNP-40828	Hapigia nodicornis	10.906610000000001	-85.287840000000003
14-SRNP-42175	Hapigia nodicornis	10.906610000000001	-85.287840000000003
14-SRNP-43457	Hapigia nodicornis	10.900930000000001	-85.289150000000006
14-SRNP-2584	Hapigia nodicornis	10.9305	-85.372230000000002
14-SRNP-3718	Hapigia nodicornis	10.90037	-85.37254
14-SRNP-4613	Hapigia nodicornis	10.865460000000001	-85.396940000000001
15-SRNP-20758	Hapigia nodicornis	11.04562	-85.457419999999999
15-SRNP-71058	Hapigia nodicornis	11.016019999999999	-85.380529999999993
15-SRNP-71964	Hapigia nodicornis	11.016019999999999	-85.380529999999993
15-SRNP-72373	Hapigia nodicornis	11.016019999999999	-85.380529999999993
15-SRNP-2377	Hapigia nodicornis	10.90037	-85.37254
16-SRNP-40294	Hapigia nodicornis		
16-SRNP-71834	Hapigia nodicornis	10.996969999999999	-85.396659999999997
16-SRNP-13	Hapigia nodicornis	10.90037	-85.37254
